keywords.id,keywords.name
2122,randomized algorithms
4677,weight function
9000,sensor placement
10827,placement
12177,greedy approach
28939,high probability
59647,small parameter
100,trust
1036,data management
1942,personal data
4938,philosophy
15171,privacy policies
17681,bankruptcy
38014,end-user
2636,password
2932,attacks
3599,javascript
9719,security vulnerability
14587,web browser
19577,browser
33995,attacker
66018,theft
79530,data exfiltration
2447,cancer
4835,imaging
8179,surface
12910,tumor
35245,issues
38531,probes
49994,resection
52715,technique
63597,guarantee
3991,data exchange
8282,tree structure
11125,consistency checking
15354,complete axiomatization
16950,functional dependencies
24962,dtd
31319,xml document
984,resilience
1993,latency
12925,datacenter
20784,enterprise applications
44026,response times
48312,enterprises
54151,cloud environments
390,packet loss
470,wireless networks
1466,tcp
2042,heterogeneous networks
2750,congestion
7733,traffic load
14116,base station
20346,experiences
73792,bit error
918,indexing
962,wikipedia
1002,digital libraries
2065,semantic analysis
5187,comparative analysis
6849,keyphrase extraction
21517,documents
1194,interference
1245,computer graphics
5610,illumination
20248,optics
22434,refraction
24206,phase difference
58233,colors
73861,crystal structure
5385,high performance
10775,data retrieval
36020,caches
38815,error rates
77204,predictive information
108,complexity
1283,lattice
2121,np-hard
9156,factors
9411,polynomial approximation
16328,area
30871,approximate
35905,zero-knowledge protocols
9036,category
9058,labeling
11396,oracle
11600,access
43313,label
52,access control
1475,data protection
1557,security analysis
2664,threat model
11303,data confidentiality
14014,batch processing
17200,high throughput
19315,file systems
4090,compiler
7854,data centers
13693,dynamic power management
18700,computer systems
41248,software layer
679,mimo
973,delay
2012,input stream
4662,atm
5586,relay
14242,technologies
22762,message
30268,switches
4309,networking
5832,radio frequency identification
25030,probabilistic methods
26977,sleep quality
28754,smart healthcare
29741,monitoring systems
49913,health status
10371,errors
12894,ssl
37980,editors
47923,debugger
480,model checker
504,fairness
781,real-time systems
1281,abstraction
1532,timed automata
1576,csp
6638,symmetry reduction
8692,ltl
19753,system verification
7504,human computation
11335,effort
21611,abstract representation
31606,outcomes
61362,human society
1312,queue length
4828,performance metrics
12741,queueing systems
13656,sample path
21177,single server
26269,fluid limit
46491,diffusion limit
55018,exact model
65004,customers
23,scheduling
35981,run-time
42952,system behavior
62248,jobs
1785,predicate logic
2433,order logic
3064,cognitive science
3523,truth
11493,modal operator
32189,national science foundation
37247,syntactic constraint
5412,extrapolation
11251,economy
19392,interval
23793,adaptive scheme
25191,numerical quadrature
38660,equal length
55986,convergence behavior
5,cloud computing
461,mobile devices
1591,services
2057,data center
11381,server
25985,locks
40780,desktop
76750,country
519,planning
4398,nonlinear
33040,criterion
52060,bases
75556,modal
394,search engine
1418,pricing
4648,transaction
5723,advertising
15652,customer behavior
23392,web pages
26718,subject matter
35534,internet advertising
548,consistency
2940,semantic relatedness
3543,art
16599,profiles
21640,addition
33753,word
70057,superior performance
395,sensor networks
1258,heuristic algorithm
1284,wireless communication
11949,speed control
12377,mobility models
16247,optimal algorithms
17417,motion planning problem
18852,speed scaling
495,workflow
940,management
20233,batch
36449,high-throughput computing
47514,periods
52984,number
258,security policy
1870,integrity
7479,processing time
11528,tcp/ip
14552,firewalls
17972,trie
18566,defense
38359,capacities
58,sensor network
561,data item
1728,external memory
3013,sql
3070,working memory
78324,graph streams
576,theorem prover
888,boolean algebra
6105,communication protocols
25010,software systems
27283,microprocessors
48885,concurrent algorithms
62714,quasigroups
77778,automated theorem provers
269,formal methods
1050,modularity
1314,leader election
6567,fault-tolerant
41219,real-world problems
64559,input/output
74457,failover
9209,computational models
14289,structure prediction
34949,poisson regression
40123,bias reduction
40500,chromosome
78119,time efficiency
870,security property
11449,sensitive information
21154,runtime enforcement
30908,dynamic information
33146,information flow analysis
33896,cross-site scripting
1558,application
16531,circuits
17519,electricity
18506,troubleshooting
27024,problems
1888,optimal control problem
5108,configuration space
13523,boundary conditions
21308,gripper
28319,manipulation planning
33084,smooth manifold
52847,geometric
59347,chart
74565,parameterized
388,delaunay triangulation
812,parallel machine
2148,mesh generation
22689,line segments
23785,large-scale problems
55277,steiner points
2599,psychology
6825,bayesian analysis
7370,causal inference
7564,learner model
10384,machine learning algorithms
39569,action segmentation
49269,causal learning
60544,conditional probabilities
573,motion capture
1902,video games
4001,virtual agents
7254,avatars
8058,human interaction
21095,articulation
22433,human-machine interfaces
46858,animations
526,approximation ratio
2156,web applications
13173,tradeoff
13629,coverage problem
16740,algorithmic problem
46562,ebay
46598,complexity results
81794,online recommendation
3237,video game
4754,planning problem
7275,declarative knowledge
7768,human user
11321,temporal constraints
30076,geometric constraints
32768,proposition
80570,learning methods
170,recommender systems
963,sparsity
7055,sparse
9872,elastic net
11617,datasets
36721,higher-order
55993,linear method
76793,items
760,agents
5944,attitudes
17025,categories
21632,purpose
49664,picture
532,convex optimization
614,ranking
3161,multi-class classification
24728,graduate students
30441,proofs
46253,theoretical foundation
55624,short introduction
761,resource management
805,relational algebra
945,domain knowledge
7311,relational model
12418,probabilistic data
13163,data stream processing
74390,sensor data streams
168,collaborative filtering
1552,loss function
5998,polynomial-time algorithm
12283,theoretical analysis
19265,simple algorithm
33876,ratings
39117,query selection
3971,level set method
7473,viscosity solutions
9214,speed
13506,flow field
14610,success
28090,velocity field
29247,needs
33250,marker
64540,lagrangian methods
171,web services
1372,online social networks
2570,mobile phones
49300,personal computers
299,oblivious transfer
2682,identity-based encryption
4392,simulation model
13322,secret key
16888,secure
21258,receiver
62428,practical applications
28,big data
219,load balancing
253,scalability
820,pattern mining
1235,design patterns
2799,frequent pattern mining
2841,challenges
12224,data mining task
19160,lyapunov
32458,output regulation
35805,feedback stabilization
40192,minimum
53620,hybrid dynamical systems
55138,pointers
73883,omega
34,mobile robot
176,robustness
793,robot
9161,particle filters
11021,probabilistic
18287,global localization
32728,position tracking
57433,sensor measurement
61942,small sample
372,regression
1815,aging
1926,factor analysis
3476,bayesian
5409,data modeling
6282,heterogeneous data
16394,latent variable models
17852,biomedical data
567,ethics
4614,formalization
6863,institutions
10210,propositions
23369,justice
30324,books
1658,mechanism design
2601,social welfare
3811,approximation factor
45511,payments
79860,money
2218,identity
2396,image
2987,trajectory
5886,trajectories
6474,fixed points
8778,maps
11630,averaging
31173,fixed point problem
70540,computations
3559,collaborative work
4895,stereo
6020,visualization tool
10108,biology
10474,chemistry
14202,input devices
60482,biological function
65005,participants
898,constraints
1668,data structures
2487,computation
2729,streaming
7219,proof
12156,verifiable computation
53273,output
452,parallel processing
3836,greedy heuristic
3996,network intrusion detection
12032,deep packet inspection
12126,multi-core processors
33029,multi-core architectures
46388,computation efficiency
66130,complexities
2,classification
10983,parameters
11754,reviews
15863,literature
41764,neural network models
53119,priors
914,matrix factorization
3454,term rewriting
8003,kronecker product
15961,frobenius norm
28582,approximation problem
41152,imperative programming
58914,efficient implementations
73490,factorizations
1175,taxonomy
1811,automated reasoning
2018,text analysis
4620,encoding
9432,explanations
10407,inference rules
3093,protocols
20515,techniques
27181,thinking
46625,forms
61207,match
61,genetic programming
1489,autonomy
6157,automated planning
7591,logic synthesis
18463,unmanned vehicles
25542,vehicles
334,hybrid system
468,embedded systems
1112,code generation
4588,repository
7565,http
8213,information science
44442,research focus
1333,routing protocol
4712,message delivery
5064,delay tolerant networks
6213,recommendations
11139,probability model
35837,trust metrics
58726,optimal weight
147,routing
2855,faulty node
3796,shortest paths
6982,network delay
11026,depth-first search
15150,hypercubes
3252,experiments
15988,automatic target recognition
47095,foundation
74838,base
735,networks
1151,specification
2333,time
6037,change
9680,architectures
22858,investigation
3355,numerical methods
3477,finite difference method
5039,problem domain
14774,anatomy
18458,mesh topology
21400,difference equations
57842,brain volume
62946,spatial alignment
701,complex system
2091,vulnerability
2988,systems engineering
7674,life cycle
11102,roadmap
52559,schedules
61612,system complexity
1293,completeness
56413,results
7,clustering
1141,k-means clustering
4343,optimization problem
9861,assignment
22843,k-means clustering algorithm
1254,user query
1735,latent semantic indexing
2366,web search
37001,search history
53738,logs
80265,daily activities
4286,heuristic algorithms
6160,data storage
6378,data migration
6480,multicasting
24952,polynomial time algorithms
54304,migrations
20,virtual reality
2135,vision
9740,objects
21344,sense
23488,behaviors
42435,environments
3102,workflows
6125,physics
7238,processes
7725,order
9247,hazard analysis
16877,region
33123,earthquakes
68992,scientists
211,gesture recognition
302,context
2393,variability
6493,natural user interface
17165,interest
38278,status
52643,applicability
340,adaptation
577,decision trees
38568,predictive
65823,policy representation
383,active learning
1535,programming
6260,imitation learning
6675,imitation
18296,rewards
113,polynomial time
5973,approximate algorithm
17994,reconstruction accuracy
24450,snps
44054,phylogenetic networks
44781,selection method
72320,genotypes
2160,presence
2211,dynamic
11126,aspects
11675,autonomous mobile robots
13921,nature
518,recursive function
1311,computer science
2578,complexity theory
14555,incompleteness
33316,grand challenges
43565,exponential function
49691,computing power
50754,exponential complexity
61299,intrinsic complexity
2035,beamforming
3923,output channel
4169,optimality
23629,transceiver
39438,antennas
42277,multiplexing gain
60722,sum rate
1565,embedded system
1932,system dynamics
5052,emergent behavior
7502,complex adaptive systems
7637,agent-based models
9479,simulation framework
21419,negative feedback
682,parallel programming
2335,matrix multiplication
3654,data parallelism
4910,task parallelism
5396,programming paradigm
23625,performance degradation
1148,machine vision
3037,incomplete data
3348,object model
4599,experimental evaluation
9954,kinematic model
13972,segmented image
17105,image data
33044,input data
276,case study
762,heuristic
7866,cbr
49868,difficulty
1983,stress
4590,test
6453,hysteresis
28082,electric field
30919,loops
32323,displacement
34956,amplifier
3271,cache
11347,machine learning techniques
17465,bandwidth usage
28973,web content
30906,cache consistency
43214,world-wide web
57049,network resources
79018,http traffic
6090,query interface
9792,structured data
11904,relational query
17629,heterogeneous databases
42476,inconsistencies
47032,relevant information
55460,text documents
61396,complex queries
10592,automatic recognition
26429,diffusion maps
29081,radar signal
33665,problem formulation
40829,dimensional euclidean space
188,interoperability
1461,compliance
12805,grid services
18877,publishing
31878,registration process
33063,intent
39768,resource virtualization
588,lambda calculus
5761,semantic interpretation
7041,discourse
38253,logics
2116,interactivity
3334,educational game
3887,social learning
5987,intervention
33787,educational systems
60237,concerns
56076,in-network aggregation
3192,science
14122,adaptive methods
17709,mechanics
25375,fluid
42783,adaptive finite element methods
52237,variational principles
71279,complex problems
137,qos
249,heuristics
5044,traffic
31153,notifications
38160,distribution systems
43547,traffic optimization
2495,refactoring
2706,reachability
5967,information dissemination
9947,control plane
12152,packet forwarding
21235,router
1198,databases
1600,heuristic search
2603,regression analysis
15141,scientific discovery
18047,clustering techniques
22217,porosity
53779,routines
55064,refinement process
4369,regular languages
4517,formal languages
8555,predictability
38344,polynomial-time
2192,power
2522,mathematics
7598,number theory
10145,intuition
10833,role
26522,reader
43748,finite groups
6706,portability
10841,conformance
18168,architectural level
27508,architecture description languages
71280,critique
765,feedback
6448,discrete-time
11076,methodologies
18316,networked control system
62879,steady-state error
66652,reference input
67058,plant
877,propositional logic
954,mapping
1481,default logic
6864,extension
16906,propositional satisfiability
35425,theories
71697,subsets
572,natural language
5694,regular expressions
33255,correct program
45572,text editing
76387,ambiguities
946,communication cost
2607,stochastic gradient descent
4504,multiclass classification
24274,outer product
26211,machine learning model
29037,large scale data
41842,matrix computation
2792,storage
7872,reading
8435,power law
18845,updates
36818,learning function
38778,synapses
62036,transistor
1169,service provider
8221,secure two-party computation
13675,private data
22317,function evaluation
33854,tokens
60824,third party
1152,context-aware
5277,layout
15702,crowd
27389,adaptation process
1051,formal specification
1124,logic
2649,scenarios
11319,challenge
13998,simulation environment
21378,simulators
35946,domain experts
911,decision support systems
7827,database systems
8045,hash
22240,node
683,perception
8624,movement
17007,reasons
19300,drawing
34256,planar motion
40050,affine transformations
46410,euclidean
60947,affine
14,simulation
5493,ecosystem
6252,ecology
11045,learning environments
48401,designing
1042,medical imaging
2557,autonomous navigation
9293,temporal databases
9395,geographical information systems
10250,query languages
11694,data models
14167,extensibility
32481,primitives
298,unsupervised learning
900,information gain
2782,document clustering
4595,clustering algorithms
20933,unstructured text
74903,benchmark datasets
293,performance analysis
736,emotions
4360,logic gate
19356,communication systems
47223,pcs
60549,committees
2046,complexity class
6826,polynomial
15872,closure properties
19648,reductions
20334,symmetric difference
42600,union
44377,complementation
35937,extensions
55428,introduction
5571,dictionary
9693,stochastic search
16576,motifs
25147,seed
43861,binding sites
50241,splicing
463,model
1309,sensor
3453,acceleration
4170,measurements
6898,license plate
7483,vehicle
26491,emissions
27546,vehicle speed
41987,road
2346,memory bandwidth
2377,smart phone
7901,memory latency
8046,power efficiency
8161,average throughput
617,motion planning
7437,computer-aided design
12291,solution path
18291,deformable objects
54946,ligand
69031,probabilistic roadmap
1386,parallel
3583,asynchronous
38708,program
55623,machines
2128,parsing
18036,grammars
21251,dialog
56417,research areas
74185,disciplines
80814,natural language parsing
3957,digitization
9299,network bandwidth
31942,descriptive metadata
62468,background information
5751,polynomials
8875,connected components
12339,product
28460,sign
53017,degrees
54878,variables
61614,conditions
70954,families
1274,maintenance
1307,expert systems
1500,database system
15025,management system
28133,ace
37484,design decisions
44290,equipment
56616,cable
1805,exploration
4691,probabilistic model checking
665,fault detection
1076,diagnosis
1154,hybrid systems
2941,qualitative reasoning
6332,dynamic systems
8065,model-based diagnosis
11380,aircraft
13545,fault isolation
30059,online detection
2321,debugging
3384,tool support
6903,legacy system
9098,aliasing
10443,data flow analysis
12770,research community
14249,java programming language
2520,information leakage
11543,sensitive data
21859,data loss
30846,web traffic
32100,confidential information
38421,encrypted data
15,neural networks
1601,vlsi
3244,cmos
5921,vlsi implementation
9458,optical computing
2573,intermediate representation
6127,canonical representation
6181,high-level synthesis
20590,semantic models
30873,register
32392,hardware description languages
8009,hospital
9244,conversation
35885,professionals
36944,nurses
54591,feelings
55496,education system
281,xml
2354,conflict resolution
11696,opengl
21072,global context
22978,geometric model
56591,contextual
934,children
6019,coding theory
6835,communications
6916,codes
7102,discrepancy
10159,group theory
14334,channel matrix
15310,topic
62992,mathematical finance
5222,minimization
7679,www
17306,metabolic networks
